"Age","Private","SelfEmp","Gov","Education","Married","Race","Gender","WorkHour","US","Salary","Prof","CScore_Education_vv_2","CScore_Education_vv_3","CScore_WorkHour_vv_2","CScore_WorkHour_vv_3","CScore_WorkHour_vv_4","CScore_SelfEmp_vv_1","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC","ABS_LIFT_SCORE"
74,1,0,0,1,1,1,1,1,1,0,0,0.350001215934753,0.667835414409637,5.55704021453857,2.14404082298279,2.21278429031372,0.309093207120895,5.55704021453857,"WorkHour_vv_2",0.555555555555556,2,2,4,9,0,5.55704021453857
74,1,0,0,1,1,1,1,3,1,0,0,0.350001215934753,0.667835414409637,5.55704021453857,2.14404082298279,2.21278429031372,0.309093207120895,5.55704021453857,"WorkHour_vv_2",0.6,2,2,4,10,0,5.55704021453857
74,1,0,0,1,1,0,1,2,1,0,0,1.11761069297791,1.32684624195099,5.26048183441162,2.43733429908752,2.93891310691833,0.494646042585373,5.26048183441162,"WorkHour_vv_2",0.266666666666667,2,3,4,10,1,5.26048183441162
80,1,0,0,3,1,1,1,3,1,1,1,0.172148287296295,-0.251921683549881,5.16205978393555,5.11238765716553,4.68859004974365,-0.136936366558075,5.16205978393555,"WorkHour_vv_2",0.212121212121212,2,3,5,11,0,5.16205978393555
74,1,0,0,2,1,1,1,2,1,1,1,0.412560880184174,0.242577359080315,4.96727132797241,0.164151981472969,-0.883959412574768,-0.0101559534668922,4.96727132797241,"WorkHour_vv_2",0.295454545454545,3,4,5,11,1,4.96727132797241
90,0,0,1,2,1,0,1,2,0,0,0,1.94984364509583,2.92967057228088,3.97365713119507,-1.09507119655609,-2.03605365753174,0.596822500228882,3.97365713119507,"WorkHour_vv_2",0.145454545454545,3,5,5,11,1,3.97365713119507
74,0,0,1,1,1,1,1,3,1,0,0,0.492367476224899,0.989632964134216,3.87394165992737,0.956083178520203,2.01036405563354,0.344556212425232,3.87394165992737,"WorkHour_vv_2",0.183333333333333,3,5,5,12,0,3.87394165992737
80,0,0,0,1,0,0,1,1,1,0,0,0.484518855810165,0.979155600070953,3.7016761302948,2.69506978988647,3.22355818748474,0.840295493602753,3.7016761302948,"WorkHour_vv_2",0.215384615384615,3,5,5,13,0,3.7016761302948
80,0,1,0,3,1,1,1,4,1,1,1,0.127082765102386,-0.467620462179184,3.44069504737854,3.03663182258606,3.28819441795349,1.03650498390198,3.44069504737854,"WorkHour_vv_2",0.171428571428571,3,5,6,14,0,3.44069504737854
66,0,0,1,2,1,1,1,3,1,0,1,0.100384242832661,0.445428788661957,3.42013096809387,-0.689856469631195,-0.290963560342789,0.263306081295013,3.42013096809387,"WorkHour_vv_2",0.133333333333333,3,5,7,15,0,3.42013096809387
66,0,0,1,1,1,1,1,3,1,0,1,0.100384242832661,0.445428788661957,3.42013096809387,-0.689856469631195,-0.290963560342789,0.263306081295013,3.42013096809387,"WorkHour_vv_2",0.1,3,5,8,16,0,3.42013096809387
79,0,0,0,2,0,0,0,3,1,0,0,0.553058803081512,0.926563739776611,3.33130741119385,2.92215299606323,3.28059005737305,0.76154237985611,3.33130741119385,"WorkHour_vv_2",0.129411764705882,3,5,8,17,0,3.33130741119385
77,1,0,0,1,1,0,1,3,1,0,0,1.19156432151794,1.47031629085541,2.31860136985779,2.59395503997803,3.05929708480835,0.435110479593277,3.05929708480835,"WorkHour_vv_4",0.155555555555556,3,5,8,18,0,3.05929708480835
76,1,0,0,2,0,1,1,1,1,0,0,0.497720450162888,0.891827702522278,3.00628638267517,1.69454336166382,1.5888477563858,0.359726548194885,3.00628638267517,"WorkHour_vv_2",0.178947368421053,3,5,8,19,0,3.00628638267517
76,1,0,0,1,0,1,1,2,1,0,0,0.497720450162888,0.891827702522278,3.00628638267517,1.69454336166382,1.5888477563858,0.359726548194885,3.00628638267517,"WorkHour_vv_2",0.0789473684210527,3,6,8,19,1,3.00628638267517
81,1,0,0,1,0,0,0,1,1,0,0,0.45656806230545,1.00285375118256,1.39380371570587,2.35760188102722,2.89360857009888,0.565486371517181,2.89360857009888,"WorkHour_vv_4",0.1,3,6,8,20,0,2.89360857009888
75,0,0,0,1,1,0,1,1,1,0,0,1.00203239917755,0.919511556625366,2.69236326217651,1.89967226982117,2.55533838272095,0.630818486213684,2.69236326217651,"WorkHour_vv_2",0.119047619047619,3,6,8,21,0,2.69236326217651
75,0,1,0,2,1,0,1,3,1,0,1,1.00203239917755,0.919511556625366,2.69236326217651,1.89967226982117,2.55533838272095,0.630818486213684,2.69236326217651,"WorkHour_vv_2",0.0909090909090909,3,6,9,22,0,2.69236326217651
17,1,0,0,1,1,1,1,3,1,0,0,-0.360133498907089,0.192931994795799,2.57591795921326,1.99483072757721,2.14179372787476,0.26865741610527,2.57591795921326,"WorkHour_vv_2",0.108695652173913,3,6,9,23,0,2.57591795921326
66,0,0,1,2,1,1,0,1,1,0,0,0.460465759038925,1.28682911396027,2.53880310058594,-0.509856522083282,-0.042591355741024,0.302963674068451,2.53880310058594,"WorkHour_vv_2",0.125,3,6,9,24,0,2.53880310058594
76,0,1,0,2,1,1,0,1,1,0,0,0.18043078482151,0.544952750205994,1.80541753768921,2.23833465576172,2.52436447143555,0.21097232401371,2.52436447143555,"WorkHour_vv_4",0.14,3,6,9,25,0,2.52436447143555
77,0,1,0,2,1,1,1,1,1,0,1,0.370817065238953,0.556772470474243,1.54435706138611,2.19969129562378,2.48274731636047,0.175526112318039,2.48274731636047,"WorkHour_vv_4",0.115384615384615,3,6,10,26,0,2.48274731636047
77,0,1,0,1,1,1,1,3,1,0,0,0.370817065238953,0.556772470474243,1.54435706138611,2.19969129562378,2.48274731636047,0.175526112318039,2.48274731636047,"WorkHour_vv_4",0.12962962962963,3,6,10,27,0,2.48274731636047
77,0,0,0,3,1,1,1,2,1,0,0,0.370817065238953,0.556772470474243,1.54435706138611,2.19969129562378,2.48274731636047,0.175526112318039,2.48274731636047,"WorkHour_vv_4",0.142857142857143,3,6,10,28,0,2.48274731636047
77,0,0,0,3,1,1,1,2,1,0,0,0.370817065238953,0.556772470474243,1.54435706138611,2.19969129562378,2.48274731636047,0.175526112318039,2.48274731636047,"WorkHour_vv_4",0.155172413793103,3,6,10,29,0,2.48274731636047
76,1,0,0,1,0,0,0,1,1,0,1,1.05512869358063,1.43568015098572,2.20536851882935,2.48167705535889,2.35853695869446,0.65167635679245,2.48167705535889,"WorkHour_vv_3",0.133333333333333,3,6,11,30,0,2.48167705535889
66,1,0,0,3,1,1,1,3,1,1,1,0.275763958692551,0.69136655330658,2.45255279541016,0.824267148971558,0.80424976348877,-0.0662421137094498,2.45255279541016,"WorkHour_vv_2",0.112903225806452,3,6,12,31,0,2.45255279541016
66,1,0,0,3,1,1,1,1,1,1,1,0.275763958692551,0.69136655330658,2.45255279541016,0.824267148971558,0.80424976348877,-0.0662421137094498,2.45255279541016,"WorkHour_vv_2",0.09375,3,6,13,32,0,2.45255279541016
66,1,0,0,3,1,1,1,4,1,1,1,0.275763958692551,0.69136655330658,2.45255279541016,0.824267148971558,0.80424976348877,-0.0662421137094498,2.45255279541016,"WorkHour_vv_2",0.0757575757575757,3,6,14,33,0,2.45255279541016
66,1,0,0,3,1,1,1,1,1,1,1,0.275763958692551,0.69136655330658,2.45255279541016,0.824267148971558,0.80424976348877,-0.0662421137094498,2.45255279541016,"WorkHour_vv_2",0.0588235294117647,3,6,15,34,0,2.45255279541016
66,1,0,0,3,1,1,1,3,1,1,1,0.275763958692551,0.69136655330658,2.45255279541016,0.824267148971558,0.80424976348877,-0.0662421137094498,2.45255279541016,"WorkHour_vv_2",0.0428571428571429,3,6,16,35,0,2.45255279541016
66,1,0,0,2,1,1,1,3,1,1,1,0.275763958692551,0.69136655330658,2.45255279541016,0.824267148971558,0.80424976348877,-0.0662421137094498,2.45255279541016,"WorkHour_vv_2",0.0277777777777778,3,6,17,36,0,2.45255279541016
66,1,0,0,2,1,1,1,3,1,1,1,0.275763958692551,0.69136655330658,2.45255279541016,0.824267148971558,0.80424976348877,-0.0662421137094498,2.45255279541016,"WorkHour_vv_2",0.0135135135135135,3,6,18,37,0,2.45255279541016
74,1,0,0,3,0,0,0,2,1,0,0,1.03553354740143,1.33829522132874,1.58893430233002,2.41126680374146,2.41679453849792,0.67631870508194,2.41679453849792,"WorkHour_vv_4",0.0263157894736842,3,6,18,38,0,2.41679453849792
90,1,0,0,3,1,1,0,3,0,1,1,-0.101462677121162,0.76886397600174,2.38674807548523,-0.213476195931435,1.14940452575684,0.0360443852841854,2.38674807548523,"WorkHour_vv_2",0.0128205128205128,3,6,19,39,0,2.38674807548523
66,0,0,0,2,1,1,1,3,1,1,0,0.273671448230743,0.493731766939163,2.35884976387024,0.694298923015594,0.805398166179657,1.31923067569733,2.35884976387024,"WorkHour_vv_2",0.025,3,6,19,40,0,2.35884976387024
66,0,0,0,2,1,1,1,3,1,1,0,0.273671448230743,0.493731766939163,2.35884976387024,0.694298923015594,0.805398166179657,1.31923067569733,2.35884976387024,"WorkHour_vv_2",0.0365853658536585,3,6,19,41,0,2.35884976387024
66,0,1,0,3,1,1,1,3,1,1,1,0.273671448230743,0.493731766939163,2.35884976387024,0.694298923015594,0.805398166179657,1.31923067569733,2.35884976387024,"WorkHour_vv_2",0.0238095238095238,3,6,20,42,0,2.35884976387024
66,0,1,0,1,1,1,1,3,1,1,1,0.273671448230743,0.493731766939163,2.35884976387024,0.694298923015594,0.805398166179657,1.31923067569733,2.35884976387024,"WorkHour_vv_2",0.0116279069767442,3,6,21,43,0,2.35884976387024
66,0,1,0,2,1,1,1,4,1,1,0,0.273671448230743,0.493731766939163,2.35884976387024,0.694298923015594,0.805398166179657,1.31923067569733,2.35884976387024,"WorkHour_vv_2",0.0227272727272727,3,6,21,44,0,2.35884976387024
66,0,1,0,2,1,1,1,4,1,1,0,0.273671448230743,0.493731766939163,2.35884976387024,0.694298923015594,0.805398166179657,1.31923067569733,2.35884976387024,"WorkHour_vv_2",0.0333333333333333,3,6,21,45,0,2.35884976387024
66,0,1,0,3,1,1,1,3,1,1,1,0.273671448230743,0.493731766939163,2.35884976387024,0.694298923015594,0.805398166179657,1.31923067569733,2.35884976387024,"WorkHour_vv_2",0.0217391304347826,3,6,22,46,0,2.35884976387024
66,0,1,0,2,1,1,1,4,1,1,1,0.273671448230743,0.493731766939163,2.35884976387024,0.694298923015594,0.805398166179657,1.31923067569733,2.35884976387024,"WorkHour_vv_2",0.0106382978723404,3,6,23,47,0,2.35884976387024
66,0,1,0,3,1,1,1,1,1,1,1,0.273671448230743,0.493731766939163,2.35884976387024,0.694298923015594,0.805398166179657,1.31923067569733,2.35884976387024,"WorkHour_vv_2",0,3,6,24,48,0,2.35884976387024
17,1,0,0,1,0,0,1,1,1,0,0,1.35305464267731,1.64333391189575,1.11229932308197,2.23548531532288,2.3537929058075,0.503223359584808,2.3537929058075,"WorkHour_vv_4",0.0102040816326531,3,6,24,49,0,2.3537929058075
17,1,0,0,1,0,0,1,3,1,0,0,1.35305464267731,1.64333391189575,1.11229932308197,2.23548531532288,2.3537929058075,0.503223359584808,2.3537929058075,"WorkHour_vv_4",0.02,3,6,24,50,0,2.3537929058075
17,1,0,0,1,0,0,1,2,1,0,0,1.35305464267731,1.64333391189575,1.11229932308197,2.23548531532288,2.3537929058075,0.503223359584808,2.3537929058075,"WorkHour_vv_4",0.0294117647058824,3,6,24,51,0,2.3537929058075
76,0,1,0,3,1,1,1,1,1,0,1,0.400137096643448,0.528329968452454,1.63737010955811,1.94925630092621,2.34395098686218,0.188233286142349,2.34395098686218,"WorkHour_vv_4",0.0192307692307692,3,6,25,52,0,2.34395098686218
76,0,0,0,1,1,1,1,1,1,0,0,0.400137096643448,0.528329968452454,1.63737010955811,1.94925630092621,2.34395098686218,0.188233286142349,2.34395098686218,"WorkHour_vv_4",0.0283018867924528,3,6,25,53,0,2.34395098686218
76,0,0,0,2,1,1,1,2,1,0,0,0.400137096643448,0.528329968452454,1.63737010955811,1.94925630092621,2.34395098686218,0.188233286142349,2.34395098686218,"WorkHour_vv_4",0.037037037037037,3,6,25,54,0,2.34395098686218
76,0,0,0,3,1,1,1,3,1,0,0,0.400137096643448,0.528329968452454,1.63737010955811,1.94925630092621,2.34395098686218,0.188233286142349,2.34395098686218,"WorkHour_vv_4",0.0454545454545455,3,6,25,55,0,2.34395098686218
76,0,0,0,3,1,1,1,2,1,0,0,0.400137096643448,0.528329968452454,1.63737010955811,1.94925630092621,2.34395098686218,0.188233286142349,2.34395098686218,"WorkHour_vv_4",0.0535714285714285,3,6,25,56,0,2.34395098686218
76,0,0,0,1,1,1,1,1,1,0,0,0.400137096643448,0.528329968452454,1.63737010955811,1.94925630092621,2.34395098686218,0.188233286142349,2.34395098686218,"WorkHour_vv_4",0.0614035087719298,3,6,25,57,0,2.34395098686218
66,1,0,0,1,1,1,1,3,1,0,0,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.0689655172413793,3,6,25,58,0,2.2813184261322
66,1,0,0,3,1,1,1,4,1,0,1,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.0593220338983051,3,6,26,59,0,2.2813184261322
66,1,0,0,1,1,1,1,2,1,0,1,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.130750605326876,4,7,26,59,1,2.2813184261322
66,1,0,0,1,1,1,1,2,1,0,1,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.184322033898305,5,8,26,59,1,2.2813184261322
66,1,0,0,2,1,1,1,4,1,0,1,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.175,5,8,27,60,0,2.2813184261322
66,1,0,0,2,1,1,1,4,1,0,1,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.165983606557377,5,8,28,61,0,2.2813184261322
66,1,0,0,2,1,1,1,2,1,0,0,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.0965391621129326,5,9,28,61,1,2.2813184261322
66,1,0,0,3,1,1,1,4,1,0,1,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.0878136200716846,5,9,29,62,0,2.2813184261322
66,1,0,0,2,1,1,1,3,1,0,1,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.0793650793650794,5,9,30,63,0,2.2813184261322
66,1,0,0,1,1,1,1,1,1,0,0,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.0868055555555556,5,9,30,64,0,2.2813184261322
66,1,0,0,2,1,1,1,3,1,0,0,0.136416509747505,0.369871526956558,2.2813184261322,0.509483337402344,0.456378966569901,0.220407232642174,2.2813184261322,"WorkHour_vv_2",0.094017094017094,5,9,30,65,0,2.2813184261322
79,0,1,0,2,1,1,1,2,1,1,1,0.0286765191704035,-0.466836929321289,2.27310800552368,0.134182617068291,0.202554076910019,1.08072078227997,2.27310800552368,"WorkHour_vv_2",0.138461538461538,6,10,30,65,1,2.27310800552368
77,1,0,0,1,1,1,1,3,1,0,1,0.447561353445053,0.829111099243164,1.60390448570251,2.10108852386475,2.21701073646545,0.233641594648361,2.21701073646545,"WorkHour_vv_4",0.13030303030303,6,10,31,66,0,2.21701073646545
66,0,0,0,2,1,1,1,3,1,0,0,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.137313432835821,6,10,31,67,0,2.20277810096741
66,0,1,0,1,1,1,1,3,1,0,1,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.129411764705882,6,10,32,68,0,2.20277810096741
66,0,0,0,2,1,1,1,2,1,0,0,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.0748663101604278,6,11,32,68,1,2.20277810096741
66,0,0,0,2,1,1,1,3,1,0,0,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.0816864295125164,6,11,32,69,0,2.20277810096741
66,0,1,0,3,1,1,1,4,1,0,1,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.074025974025974,6,11,33,70,0,2.20277810096741
66,0,1,0,3,1,1,1,4,1,0,1,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.0665813060179257,6,11,34,71,0,2.20277810096741
66,0,1,0,1,1,1,1,3,1,0,0,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.0732323232323232,6,11,34,72,0,2.20277810096741
66,0,0,0,3,1,1,1,2,1,0,0,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.0277777777777778,6,12,34,72,1,2.20277810096741
66,0,0,0,1,1,1,1,3,1,0,0,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.0342465753424658,6,12,34,73,0,2.20277810096741
66,0,0,0,1,1,1,1,3,1,0,0,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.0405405405405405,6,12,34,74,0,2.20277810096741
66,0,1,0,1,1,1,1,2,1,0,1,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.079002079002079,7,13,34,74,1,2.20277810096741
66,0,1,0,2,1,1,1,4,1,0,1,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.0717948717948718,7,13,35,75,0,2.20277810096741
66,0,1,0,2,1,1,1,2,1,0,1,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.104761904761905,8,14,35,75,1,2.20277810096741
66,0,1,0,1,1,1,1,4,1,0,0,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.110902255639098,8,14,35,76,0,2.20277810096741
66,0,1,0,3,1,1,1,2,1,0,1,0.135265901684761,0.291469663381577,2.20277810096741,0.509337782859802,0.668198943138123,0.19485792517662,2.20277810096741,"WorkHour_vv_2",0.139473684210526,9,15,35,76,1,2.20277810096741
90,0,0,0,2,0,0,1,1,0,0,0,0.370434522628784,0.78191751241684,2.1838960647583,0.471247464418411,1.24009156227112,1.43681561946869,2.1838960647583,"WorkHour_vv_2",0.145454545454545,9,15,35,77,0,2.1838960647583
17,1,0,0,1,0,1,1,2,0,0,0,1.0039609670639,1.42245006561279,1.40889620780945,1.99530637264252,2.17874431610107,0.582742094993591,2.17874431610107,"WorkHour_vv_4",0.151282051282051,9,15,35,78,0,2.17874431610107
17,1,0,0,1,0,1,1,3,0,0,0,1.0039609670639,1.42245006561279,1.40889620780945,1.99530637264252,2.17874431610107,0.582742094993591,2.17874431610107,"WorkHour_vv_4",0.156962025316456,9,15,35,79,0,2.17874431610107
17,1,0,0,1,0,1,1,1,0,0,0,1.0039609670639,1.42245006561279,1.40889620780945,1.99530637264252,2.17874431610107,0.582742094993591,2.17874431610107,"WorkHour_vv_4",0.1625,9,15,35,80,0,2.17874431610107
17,1,0,0,1,0,1,1,2,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.167901234567901,9,15,35,81,0,2.14417052268982
17,1,0,0,1,0,1,1,1,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.173170731707317,9,15,35,82,0,2.14417052268982
17,1,0,0,1,0,1,1,2,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.178313253012048,9,15,35,83,0,2.14417052268982
17,1,0,0,1,0,1,1,2,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.183333333333333,9,15,35,84,0,2.14417052268982
17,1,0,0,1,0,1,1,1,1,0,1,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.176470588235294,9,15,36,85,0,2.14417052268982
17,1,0,0,1,0,1,1,2,1,0,1,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.169767441860465,9,15,37,86,0,2.14417052268982
17,1,0,0,1,0,1,1,1,1,0,1,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.163218390804598,9,15,38,87,0,2.14417052268982
17,1,0,0,1,0,1,1,1,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.168181818181818,9,15,38,88,0,2.14417052268982
17,1,0,0,1,0,1,1,1,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.173033707865169,9,15,38,89,0,2.14417052268982
17,1,0,0,1,0,1,1,1,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.177777777777778,9,15,38,90,0,2.14417052268982
17,1,0,0,1,0,1,1,2,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.182417582417582,9,15,38,91,0,2.14417052268982
17,1,0,0,1,0,1,1,2,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.18695652173913,9,15,38,92,0,2.14417052268982
17,1,0,0,1,0,1,1,3,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.191397849462366,9,15,38,93,0,2.14417052268982
17,1,0,0,1,0,1,1,1,1,0,1,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.185106382978723,9,15,39,94,0,2.14417052268982
17,1,0,0,1,0,1,1,1,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.189473684210526,9,15,39,95,0,2.14417052268982
17,1,0,0,1,0,1,1,1,1,0,1,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.183333333333333,9,15,40,96,0,2.14417052268982
17,1,0,0,1,0,1,1,2,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.187628865979381,9,15,40,97,0,2.14417052268982
17,1,0,0,1,0,1,1,2,1,0,0,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.191836734693878,9,15,40,98,0,2.14417052268982
17,1,0,0,1,0,1,1,2,1,0,1,0.546520829200745,0.901734590530396,1.37352919578552,1.9971034526825,2.14417052268982,0.47346293926239,2.14417052268982,"WorkHour_vv_4",0.185858585858586,9,15,41,99,0,2.14417052268982
