"stag","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator","Long_emp_retention"
79.11293634,0,1,28,1,0,1,1,1,4,0,1,0,0,1
80.49281314,1,0,25,1,0,0,1,1,2,1,0,0,1,1
26.57905544,1,0,28,1,0,0,1,1,4,1,1,0,1,0
59.00616016,1,1,36,0,0,1,1,1,4,0,1,1,0,0
13.40451745,1,0,30.40033257,1,0,0,1,1,2,1,0,1,0,0
23.9835729,1,0,23,0,0,1,1,1,4,1,1,0,0,0
80.16427105,1,0,26,0,0,0,1,1,4,0,1,0,0,1
15.34291581,1,0,30,1,0,1,1,1,3,0,0,0,1,0
3.975359343,1,0,29,1,1,1,1,1,1,0,0,0,0,0
26.87474333,1,0,26,1,0,0,1,1,1,0,0,0,0,0
22.73511294,1,0,34,1,0,1,1,0,3,0,0,0,0,0
130.9897331,1,0,31,1,0,1,1,1,3,1,0,0,1,1
163.7782341,0,1,23,1,0,0,1,0,3,1,0,1,0,1
28.15605749,1,0,25,0,0,0,1,1,4,1,1,1,1,0
20.92813142,1,0,23,0,1,1,1,1,4,1,1,0,0,0
8.082135524,1,0,33,1,0,1,0,0,1,1,0,0,1,0
3.811088296,1,0,23,1,1,1,1,1,2,0,1,0,0,0
17.01848049,1,0,40,0,0,0,1,0,3,0,0,1,1,0
12.22176591,1,1,27,0,0,1,1,0,4,0,0,1,1,0
63.54004107,1,0,31,0,0,1,1,0,4,0,0,1,1,1
45.30595483,1,0,34,1,0,0,1,1,4,0,1,0,0,0
103.7207392,0,0,34,0,0,0,1,0,4,0,1,0,0,1
9.790554415,1,0,41,1,0,1,1,1,4,1,1,0,0,0
99.77823409,0,0,42,1,0,0,1,1,3,0,1,1,0,1
3.449691992,1,0,40,1,0,1,0,0,2,0,0,0,1,0
3.58110883,1,0,40,1,0,0,1,1,2,1,0,0,1,0
96,1,0,22,0,0,1,1,1,2,0,1,1,0,1
23.52361396,1,0,36,0,0,0,1,1,2,0,0,0,0,0
40.57494867,1,1,29,0,0,0,1,1,2,0,1,0,0,0
0.427104723,1,0,24,1,1,0,1,1,1,0,0,0,0,0
5.026694045,1,0,26,1,0,0,0,1,4,1,0,0,0,0
5.388090349,1,0,38,1,0,1,1,0,4,0,1,1,1,0
44.78028747,1,0,36,1,0,1,1,1,1,0,0,0,1,0
113.8398357,0,0,21,1,0,0,1,1,4,0,1,1,0,1
57.82340862,1,1,25,0,0,1,1,0,2,0,0,1,1,0
7.589322382,1,0,22,1,1,0,0,0,2,0,1,0,0,0
3.975359343,1,0,29,0,0,1,1,1,1,0,0,0,0,0
60.94455852,1,0,30.40033257,1,0,1,1,1,2,1,0,0,1,1
52.73100616,1,0,45,1,0,1,0,1,3,0,0,0,1,0
9.790554415,1,0,41,1,0,0,1,1,4,1,1,0,0,0
23.45790554,1,0,27,1,0,0,1,1,4,1,0,0,1,0
18.95687885,1,1,36,0,0,1,1,0,2,0,1,1,0,0
76.68172485,0,0,25,0,0,0,1,0,2,1,1,0,0,1
57.23203285,1,0,36,1,0,0,1,1,4,0,1,0,0,0
28.58316222,1,0,21,1,1,0,1,1,2,1,0,0,0,0
52.50102669,1,1,35,0,0,1,1,0,3,0,0,1,1,0
16.42710472,1,0,26,0,0,1,1,1,2,0,0,1,1,0
11.23613963,1,1,26,0,0,1,1,1,4,0,1,1,0,0
19.18685832,1,0,22,0,1,1,0,1,1,0,0,0,0,0
39.22792608,1,0,37,1,0,0,1,0,2,1,0,1,1,0
37.15811088,1,1,38,1,0,0,1,1,2,0,0,1,0,0
78.91581109,1,1,21,0,0,0,0,1,4,1,0,1,0,1
150.9979466,1,0,19,1,1,1,1,1,2,0,0,1,1,1
51.94250513,1,0,49,1,0,1,1,1,2,1,0,0,0,0
16.91991786,1,1,35,0,0,1,1,0,4,0,0,1,0,0
70.83367556,1,0,23,1,1,0,1,0,2,1,0,0,1,1
138.9404517,0,0,30,0,0,1,1,1,3,1,0,0,1,1
9.790554415,1,0,41,1,0,0,1,1,4,1,1,0,0,0
39.22792608,1,0,37,1,0,0,1,0,4,1,0,0,1,0
23.9835729,1,0,23,0,0,1,1,1,4,1,1,0,0,0
12.35318275,1,1,39,0,0,1,1,0,2,0,1,1,1,0
73.82340862,0,0,26,0,0,1,1,0,1,0,0,1,1,1
26.80903491,1,0,34,1,0,0,1,1,4,1,1,0,0,0
52.96098563,1,0,36,1,0,1,1,0,4,0,1,0,0,0
131.613963,0,0,26,0,0,1,1,0,4,1,0,1,0,1
2.858316222,1,0,38,1,0,1,1,0,3,0,0,0,0,0
8.180698152,1,0,24,1,0,0,1,1,2,0,1,0,0,0
92.64887064,0,0,25,1,0,0,1,1,4,1,1,0,0,1
25.98767967,1,0,23,1,0,0,1,1,4,0,1,1,0,0
96.52566735,1,0,24,1,0,0,1,1,2,0,1,0,1,1
32.45995893,1,0,32,1,0,1,1,1,4,0,1,1,1,0
11.99178645,1,0,27,1,1,0,1,1,2,1,0,0,1,0
24.83778234,1,0,42,1,0,1,1,1,3,0,0,0,0,0
38.86652977,1,0,27,0,1,1,1,1,3,1,0,0,1,0
85.48665298,0,0,22,0,0,0,1,1,2,0,1,0,0,1
45.79876797,1,0,27,1,0,0,1,1,4,1,0,0,0,0
12.78028747,1,0,24,1,0,0,1,1,1,0,0,1,0,0
11.00616016,1,1,41,1,0,1,1,1,4,0,1,1,0,0
59.89322382,1,0,27,1,0,1,1,0,2,1,0,0,0,0
0.394250513,1,1,36,0,0,1,1,1,4,1,0,1,0,0
93.9301848,0,0,29,1,0,0,1,1,4,1,1,0,0,1
103.3921971,1,0,27,1,0,0,1,0,4,0,1,1,0,1
123.3347023,1,0,22,0,0,1,1,1,4,1,1,0,1,1
53.81519507,1,0,30.40033257,0,0,1,1,1,4,1,0,0,0,0
11.49897331,1,0,26,1,0,0,1,1,4,1,0,0,0,0
19.94250513,1,0,23,0,0,0,1,1,2,0,1,1,0,0
29.30595483,1,0,25,1,1,0,1,1,2,1,0,0,0,0
23.55646817,1,0,32,1,0,0,1,1,3,1,1,1,1,0
6.439425051,1,1,24,0,0,1,1,0,1,0,0,1,1,0
72.41067762,0,0,30,0,0,0,0,1,2,0,1,0,0,1
23.88501027,1,0,26,1,0,0,1,1,2,0,0,0,1,0
6.669404517,1,1,27,0,0,0,1,1,2,0,1,0,0,0
128.0657084,0,0,43,1,0,1,1,1,4,1,0,0,0,1
24.0164271,1,0,28,1,0,1,1,1,4,0,1,0,0,0
59.86036961,1,0,27,1,0,1,1,1,2,1,0,0,0,0
96.65708419,0,0,36,1,0,1,1,0,2,1,0,0,0,1
19.18685832,1,0,25,1,0,0,0,1,2,0,0,0,0,0
7.589322382,1,1,47,0,0,1,0,1,4,0,0,1,0,0
22.07802875,1,1,52,0,0,1,1,1,4,1,0,1,1,0
88.90349076,0,0,30,1,0,1,1,1,4,0,1,1,1,1
32.49281314,1,0,40,1,0,1,1,0,2,1,0,0,1,0
14.71868583,1,0,36,1,1,0,0,1,3,1,0,0,1,0
113.8398357,0,0,21,1,0,0,1,1,4,0,1,1,0,1
68.27104723,1,0,24,0,0,0,1,1,1,1,0,0,1,1
23.2936345,1,0,32,1,0,0,1,0,2,1,1,0,0,0
17.57700205,1,0,25,1,0,1,1,1,2,1,0,0,1,0
8.31211499,1,0,29,0,0,0,1,1,1,0,0,0,0,0
73.42915811,0,0,29,0,0,1,1,1,4,0,1,1,0,1
20.04106776,1,0,22,1,0,0,1,1,4,0,1,1,0,0
27.49897331,1,0,27,1,0,0,1,1,4,0,1,1,0,0
114.1355236,1,0,38,0,0,1,1,1,4,0,1,1,0,1
13.14168378,1,1,42,0,0,0,0,1,4,1,0,1,0,0
97.44558522,0,0,28,0,0,1,1,0,1,0,0,1,1,1
142.4558522,1,0,18,1,0,0,1,1,2,0,1,0,0,1
81.83983573,1,1,34,0,0,1,1,0,4,0,1,1,1,1
28.35318275,1,0,31,1,0,0,0,1,2,1,0,1,1,0
23.9835729,1,0,23,0,1,1,1,1,4,1,1,0,0,0
155.3675565,0,0,30,0,0,1,1,1,3,1,0,0,1,1
163.8110883,1,1,19,1,0,1,1,0,4,0,1,1,0,1
12.78028747,1,0,27,1,0,1,1,1,2,1,0,0,0,0
133.8809035,1,1,19,0,0,0,1,0,2,0,0,1,1,1
23.6550308,1,1,26,0,0,1,1,1,4,0,1,0,0,0
17.57700205,1,0,25,1,0,1,1,1,2,1,0,0,1,0
26.02053388,1,1,25,0,0,1,1,0,4,1,0,1,0,0
42.38193018,1,0,26,0,0,1,1,1,1,1,0,0,0,0
35.94250513,1,1,38,0,0,1,1,0,1,0,1,0,0,0
42.94045175,1,1,23,1,0,0,1,1,4,1,0,0,0,0
54.07802875,1,0,30,1,1,0,1,1,3,0,0,1,1,0
59.86036961,1,0,27,1,0,0,1,0,2,1,0,0,0,0
23.9835729,1,0,29,1,0,1,1,1,4,0,0,0,1,0
81.64271047,0,0,31,1,1,0,1,1,4,0,1,0,0,1
7.950718686,1,0,34,0,0,1,1,0,2,1,1,0,0,0
78.32443532,0,0,27,0,0,1,1,1,2,0,0,0,1,1
22.66940452,1,1,32,0,0,1,1,0,4,1,1,1,0,0
96,1,1,31,0,0,1,1,1,4,0,1,1,0,1
51.08829569,1,0,28,1,0,0,1,0,4,1,0,0,0,0
64.29568789,1,1,44,0,0,1,1,1,4,0,1,1,0,1
61.73305955,1,1,23,0,0,1,1,0,4,1,1,0,0,1
7.12936345,1,0,21,1,0,1,1,1,3,1,1,0,0,0
10.48049281,1,0,28,1,0,1,1,1,2,0,0,0,1,0
52.73100616,1,0,45,1,0,1,0,1,3,0,1,0,0,0
6.53798768,1,0,26,1,0,0,0,1,2,1,0,0,1,0
3.975359343,1,0,29,1,1,1,1,1,2,1,0,1,0,0
16.22997947,1,1,35,1,0,1,1,0,2,0,0,0,0,0
66.69404517,0,0,32,1,0,1,1,0,1,0,0,1,1,1
4.435318275,1,1,40,0,0,1,1,1,4,0,1,1,0,0
15.54004107,1,1,38,0,0,1,1,0,2,0,0,1,1,0
10.94045175,1,1,33,0,1,1,1,0,4,1,0,1,1,0
23.52361396,1,0,36,0,0,0,1,1,4,0,0,0,0,0
37.12525667,1,0,38,1,0,1,1,0,4,0,1,0,0,0
45.8973306,1,0,31,1,0,1,1,0,3,1,0,0,1,0
63.11293634,1,1,32,0,0,0,1,1,4,0,0,1,1,1
83.58110883,0,1,33,0,0,1,1,0,2,1,0,1,1,1
61.73305955,1,1,23,0,0,1,1,0,4,1,1,0,0,1
46.22587269,1,1,29,0,0,1,1,1,2,1,0,1,1,0
123.3347023,1,0,22,0,0,1,1,1,4,0,1,1,0,1
9.889117043,1,0,25,1,0,0,1,1,3,1,0,0,0,0
96.59137577,0,0,46,0,0,1,1,1,4,1,0,1,0,1
35.28542094,1,0,23,1,1,0,1,1,1,0,0,0,1,0
8.640657084,1,0,23,0,0,0,1,0,4,0,1,0,0,0
21.35523614,1,1,31,0,0,0,0,0,1,0,0,1,1,0
60.78028747,0,0,33,1,0,0,1,0,4,0,0,1,1,1
25.23203285,1,0,30,0,0,0,1,1,4,0,1,1,0,0
9.199178645,1,1,44,0,0,1,1,1,2,1,1,1,0,0
71.2936345,1,0,31,1,0,0,1,0,3,0,1,0,0,1
17.3798768,1,0,24,1,0,0,1,1,3,1,0,0,1,0
10.84188912,1,0,30.40033257,1,0,1,1,1,1,0,0,1,0,0
12.05749487,1,0,36,0,0,1,1,1,3,0,0,0,0,0
132.4024641,0,1,25,0,0,1,1,1,4,1,0,0,0,1
68.27104723,1,0,24,0,0,0,1,1,2,0,0,1,1,1
4.960985626,1,0,37,0,0,0,1,1,1,0,0,0,1,0
21.61806982,1,1,37,0,0,1,0,1,4,0,0,1,1,0
17.93839836,1,1,24,1,0,0,0,1,4,1,1,0,1,0
13.01026694,1,1,34,1,0,1,0,1,4,0,1,1,0,0
45.37166324,1,0,29,1,0,1,1,1,4,0,0,1,1,0
13.33880903,1,0,33,1,1,1,1,0,1,0,0,0,1,0
78.68583162,1,0,31,1,0,0,0,1,4,0,1,1,0,1
45.37166324,1,0,29,1,0,1,1,1,1,1,1,1,0,0
39.26078029,1,0,37,1,0,0,1,0,4,1,0,0,1,0
118.8008214,0,0,34,0,0,0,1,1,4,0,1,1,0,1
15.57289528,1,0,24,1,0,0,1,1,2,1,0,0,1,0
11.8275154,1,0,24,1,0,0,1,1,1,1,0,0,0,0
19.44969199,1,0,22,1,0,0,1,1,3,1,0,1,1,0
29.07597536,1,0,22,1,1,0,1,1,1,0,0,0,1,0
24.41067762,1,0,27,1,0,0,1,1,4,1,0,0,1,0
6.275154004,1,0,24,0,0,0,1,1,3,1,0,1,1,0
2.431211499,1,0,28,1,0,0,1,1,2,0,0,1,1,0
21.15811088,1,0,24,0,0,0,1,1,2,0,1,0,0,0
15.57289528,1,0,24,1,0,0,1,1,2,1,0,0,1,0
32.52566735,1,0,48,1,0,1,1,1,2,1,1,0,1,0
6.143737166,1,0,31,1,0,1,0,0,3,0,1,1,1,0
95.21149897,1,0,22,0,0,1,1,1,1,0,0,0,1,1
9.790554415,1,0,41,1,0,1,1,1,4,1,1,0,0,0
7.030800821,1,1,35,1,0,0,1,1,2,0,0,1,1,0
0.755646817,1,0,43,1,0,0,1,1,2,0,0,0,0,0
26.18480493,1,1,21,0,0,1,1,1,4,1,0,0,0,0
9.823408624,1,1,26,0,0,1,1,1,4,0,0,1,0,0
15.21149897,1,0,30,1,0,0,1,0,4,1,1,0,1,0
61.99589322,0,1,31,1,0,0,1,0,3,0,1,0,0,1
70.17659138,0,0,31,1,0,0,1,1,4,0,1,0,0,1
26.94045175,1,0,24,1,0,0,1,1,3,0,0,0,0,0
29.24024641,1,0,42,1,0,1,0,1,4,0,0,0,0,0
39.22792608,1,0,37,1,0,0,1,0,2,1,0,1,1,0
50.72689938,1,1,38,1,0,1,1,0,2,0,0,1,0,0
163.7782341,0,1,23,1,0,0,1,0,4,1,1,1,0,1
16.59137577,1,0,22,0,1,0,1,1,1,1,0,0,1,0
28.35318275,1,1,26,0,0,0,1,1,1,0,0,1,1,0
15.93429158,1,0,35,1,0,1,1,1,3,1,0,0,1,0
42.48049281,1,0,42,1,0,1,1,1,2,1,0,0,0,0
90.51334702,1,0,22,1,0,0,1,1,2,0,0,1,1,1
20.59958932,1,0,26,1,0,1,1,0,4,0,0,1,0,0
53.19096509,1,0,37,1,0,1,1,1,2,0,0,1,1,0
19.58110883,1,0,23,1,0,0,1,1,4,0,1,0,0,0
81.24845996,0,0,27,1,0,1,1,1,4,0,1,0,1,1
14.98151951,1,0,33,1,0,1,1,0,4,0,1,1,0,0
45.5687885,1,0,25,1,1,0,1,1,2,1,1,0,0,0
81.18275154,1,0,31,1,0,0,1,1,2,0,1,1,0,1
22.37371663,1,0,31,0,0,1,1,1,3,0,1,0,0,0
2.792607803,1,0,23,1,0,0,1,1,2,0,0,0,1,0
59.49897331,1,0,23,0,0,0,1,1,2,0,0,1,0,0
1.642710472,1,0,44,1,0,1,1,1,4,1,0,0,0,0
103.5893224,0,0,25,1,0,1,1,1,1,0,0,0,1,1
20.56673511,1,1,33,0,0,1,1,0,2,0,0,1,1,0
23.19507187,1,0,30,1,0,0,1,0,3,1,0,0,0,0
7.950718686,1,0,34,0,0,1,1,0,1,1,0,0,0,0
84.89527721,0,0,31,1,0,0,1,0,4,0,1,1,0,1
15.40862423,1,0,44,1,0,0,0,0,4,1,0,0,1,0
7.589322382,1,1,36,1,0,1,1,1,4,0,1,1,1,0
66.7926078,0,1,31,0,0,1,1,1,4,1,0,0,0,1
164.5667351,0,0,27,0,0,0,1,0,4,0,0,1,0,1
95.44147844,0,0,25,1,0,1,0,1,2,0,1,1,1,1
23.95071869,1,1,34,0,0,1,1,1,1,0,0,1,0,0
16.32854209,1,0,37,0,0,0,1,0,4,1,0,0,1,0
103.5893224,0,0,21,1,0,0,0,1,4,0,1,1,0,1
73.98767967,0,1,33,0,1,1,1,0,2,1,0,1,1,1
9.790554415,1,0,41,1,0,1,1,1,4,1,1,1,0,0
25.06776181,1,0,28,1,0,1,1,1,2,0,0,0,1,0
3.811088296,1,0,32,0,0,1,1,1,4,1,1,0,0,0
34.03696099,1,0,27,1,0,0,0,0,1,0,0,1,1,0
9.527720739,1,1,23,1,0,0,1,1,2,0,1,0,0,0
5.815195072,1,0,25,0,0,1,1,1,4,0,1,0,1,0
12.8788501,1,0,23,1,0,0,0,1,3,1,0,0,0,0
129.8069815,1,0,22,0,0,0,0,1,4,0,0,0,0,1
49.31416838,1,1,42,0,0,1,1,1,3,1,1,0,0,0
92.64887064,0,0,25,1,0,0,1,1,3,0,1,0,0,1
14.58726899,1,0,21,0,1,0,1,1,1,0,0,0,0,0
38.76796715,1,1,21,1,1,0,1,1,2,0,0,1,1,0
11.49897331,1,0,26,1,0,0,1,1,4,0,1,0,0,0
26.21765914,1,0,36,1,0,1,1,1,4,1,1,0,0,0
49.87268994,1,0,30.40033257,0,0,1,0,1,1,0,0,0,1,0
13.86447639,1,0,22,1,0,1,1,1,2,0,1,1,0,0
12.8788501,1,0,23,1,0,0,0,1,1,0,0,0,0,0
25.65913758,1,1,51,0,0,1,1,0,4,0,1,0,0,0
12.02464066,1,1,30,0,0,1,0,0,3,0,0,1,0,0
2.201232033,1,0,33,1,0,0,1,0,3,1,1,0,0,0
12.38603696,1,0,36,0,0,1,1,0,1,1,0,0,1,0
34.03696099,1,0,27,1,0,0,0,0,1,0,0,0,1,0
37.09240246,1,0,37,1,1,0,1,1,2,1,1,0,0,0
86.66940452,0,0,25,1,0,0,1,1,3,0,1,0,0,1
64.75564682,0,0,35,1,0,0,1,1,2,1,1,0,0,1
12.68172485,1,0,36,1,0,1,1,1,2,0,0,0,1,0
49.31416838,1,1,42,0,0,1,1,1,3,1,1,0,0,0
80.65708419,1,0,37,1,0,1,1,0,4,1,1,0,0,1
85.09240246,0,0,26,1,1,0,1,1,1,0,1,0,0,1
49.34702259,1,1,42,0,0,1,1,1,3,1,1,0,0,0
3.121149897,1,0,41,1,0,0,1,1,4,0,1,0,0,0
8.180698152,1,0,24,1,0,1,1,1,2,0,0,0,0,0
149.6180698,0,0,30,0,0,1,1,0,3,1,0,0,1,1
1.80698152,1,1,27,0,0,1,1,1,4,0,1,1,0,0
63.14579055,1,1,32,0,0,0,1,1,4,0,0,1,1,1
23.68788501,1,0,24,1,0,0,0,1,4,0,0,1,0,0
82.75975359,0,0,20,1,1,0,1,1,4,1,0,1,1,1
16.39425051,1,0,28,1,0,1,1,0,1,0,0,0,0,0
23.95071869,1,0,32,1,0,0,1,0,4,1,0,0,0,0
11.03901437,1,0,37,1,0,1,1,0,2,1,0,0,1,0
34.56262834,1,1,31,0,0,1,1,0,1,0,0,1,0,0
14.85010267,1,1,25,1,0,0,1,0,2,0,0,0,0,0
8.574948665,1,1,38,1,0,0,1,1,4,0,0,1,1,0
86.83367556,1,0,29,1,0,0,1,0,2,0,0,1,0,1
11.99178645,1,1,24,0,0,0,1,1,2,0,0,0,0,0
85.48665298,0,1,29,0,1,1,1,1,4,0,1,1,0,1
20.96098563,1,0,24,0,0,1,1,1,4,1,1,0,1,0
13.8973306,1,0,27,1,0,1,1,0,1,0,1,0,0,0
4.533880903,1,0,31,0,0,0,0,1,3,0,1,0,0,0
64.29568789,1,1,44,0,0,1,0,1,4,0,1,1,1,1
160.0657084,1,0,24,1,0,1,1,1,4,1,1,0,1,1
70.30800821,1,1,22,0,0,1,1,1,3,0,1,0,0,1
94.78439425,0,0,31,1,1,1,1,1,2,1,0,0,1,1
22.9650924,1,1,33,1,0,1,1,1,2,0,0,1,1,0
22.73511294,1,0,34,1,0,1,1,0,2,1,0,0,0,0
2.98973306,1,1,45,0,0,1,1,1,4,1,1,1,0,0
142.75154,0,1,27,0,0,1,1,0,4,1,0,1,0,1
7.030800821,1,0,39,1,0,0,1,0,1,1,0,0,1,0
20.04106776,1,0,25,1,1,0,1,0,1,0,0,1,1,0
104.0164271,0,0,37,1,0,1,1,1,3,0,1,1,0,1
15.11293634,1,0,23,1,0,0,1,0,1,0,0,1,1,0
39.06365503,1,0,31,1,0,0,1,1,2,0,0,0,0,0
12.97741273,1,0,26,1,0,1,0,1,1,1,0,0,0,0
3.975359343,1,0,29,0,0,1,1,1,2,1,0,1,0,0
12.97741273,1,0,29,1,0,0,1,1,4,0,1,1,1,0
53.48665298,1,1,41,0,0,1,1,1,4,0,1,1,0,0
7.030800821,1,1,35,0,0,1,1,1,3,1,0,0,0,0
4.336755647,1,0,26,1,0,0,1,0,4,0,0,1,0,0
179.449692,0,0,24,1,0,0,1,1,2,0,0,0,1,1
70.50513347,1,0,24,1,0,0,1,1,1,0,1,0,0,1
140.9445585,0,0,26,1,0,1,1,1,3,0,1,1,0,1
49.3798768,1,0,22,0,0,0,0,0,3,1,1,0,0,0
129.2813142,0,1,33,0,0,1,1,1,3,1,0,0,1,1
5.256673511,1,1,34,0,0,1,1,0,4,1,1,0,0,0
