"stag","event","Gender","Age","Profession","Is_coached","Head_gender","Grey_wage","Transportation","Extraversion","Independence","Selfcontrol","Anxiety","Novator","Long_emp_retention"
16.22997947,1,1,35,1,0,1,1,0,2,0,0,0,0,0
68.27104723,1,0,24,0,0,0,1,1,2,0,0,1,1,1
26.54620123,1,0,27,0,0,1,1,1,1,1,0,0,1,0
21.35523614,1,1,31,0,0,0,0,0,1,0,0,1,1,0
5.749486653,1,0,34,1,0,1,1,0,1,0,0,1,1,0
19.18685832,1,0,22,0,1,1,0,1,1,0,0,0,0,0
7.589322382,1,1,47,0,0,1,0,1,4,0,0,1,0,0
113.8398357,0,0,21,1,0,0,1,1,4,0,1,1,0,1
20.04106776,1,0,22,1,0,0,1,1,4,0,1,1,0,0
84.04106776,0,1,28,1,0,1,1,1,4,0,1,0,0,1
64.75564682,0,0,35,1,0,0,1,1,2,1,1,0,0,1
114.8583162,1,0,26,1,0,0,1,1,2,0,0,0,1,1
16.78850103,1,0,21,0,0,0,1,1,2,1,0,0,0,0
11.30184805,1,0,34,0,0,1,0,0,1,0,0,0,0,0
8.147843943,1,0,46,1,0,1,1,0,4,1,1,0,0,0
53.97946612,1,1,28,0,0,1,1,1,1,1,0,1,1,0
35.94250513,1,1,38,0,0,1,1,0,1,0,1,0,0,0
73.98767967,0,1,33,0,1,1,1,0,2,1,0,1,1,1
0.755646817,1,0,43,1,0,0,1,1,2,0,0,0,0,0
99.77823409,0,0,26,1,1,0,1,1,3,0,1,1,0,1
86.83367556,1,0,29,1,0,0,1,0,2,0,0,1,0,1
26.21765914,1,0,36,1,0,1,1,1,4,1,1,1,0,0
19.08829569,1,0,36,0,0,0,1,0,4,1,0,0,1,0
80.65708419,1,0,37,1,0,1,1,0,4,1,1,0,0,1
129.2813142,0,1,33,0,0,1,1,1,3,1,0,0,1,1
120.4435318,1,0,28,1,0,1,1,1,4,0,1,0,0,1
51.87679671,1,0,19,0,0,1,1,0,1,1,0,0,0,0
5.848049281,1,0,23,1,1,0,1,1,2,0,0,0,0,0
140.2217659,0,1,27,0,0,1,1,0,4,1,0,1,0,1
78.68583162,1,0,31,1,0,0,0,1,4,0,1,1,0,1
92.64887064,0,0,25,1,0,0,1,1,3,0,1,0,0,1
12.38603696,1,0,36,0,0,1,1,0,1,1,0,0,1,0
17.60985626,1,0,41,1,0,1,1,1,1,0,0,1,1,0
8.410677618,1,1,32,0,1,0,1,1,4,0,1,1,0,0
35.28542094,1,0,23,1,1,0,1,1,1,0,0,1,1,0
8.016427105,1,1,41,0,0,1,1,1,4,0,0,0,0,0
26.11909651,1,0,31,1,0,1,0,1,4,1,0,0,0,0
86.6036961,1,0,33,1,0,1,1,1,4,1,0,0,0,1
0.427104723,1,0,24,1,1,0,1,1,1,0,0,0,0,0
34.03696099,1,0,27,1,0,0,0,0,1,0,0,1,1,0
15.93429158,1,0,35,1,0,1,1,1,3,1,0,0,1,0
4.336755647,1,0,26,1,0,0,1,0,4,0,0,1,0,0
8.87063655,1,0,38,1,1,0,0,1,4,0,0,0,1,0
12.81314168,1,1,33,0,0,1,0,0,1,0,1,0,0,0
63.54004107,1,0,31,0,0,1,1,0,4,0,0,1,1,1
16.32854209,1,0,37,0,0,0,1,0,4,1,0,0,1,0
25.98767967,1,0,23,1,0,0,1,1,4,0,1,1,0,0
32.52566735,1,0,48,1,0,1,1,1,2,1,1,0,1,0
59.86036961,1,0,27,1,0,1,1,1,2,1,0,0,0,0
17.60985626,1,0,41,1,0,1,1,1,1,0,0,1,1,0
28.15605749,1,0,25,0,0,0,1,1,4,1,1,1,1,0
16,1,0,26,1,0,1,1,1,2,0,0,1,0,0
4.435318275,1,1,40,0,0,1,1,1,4,0,1,1,0,0
19.44969199,1,0,40,1,1,0,0,1,2,0,1,0,0,0
40.87063655,1,1,35,0,1,1,1,0,2,1,0,1,1,0
5.420944559,1,1,44,0,0,1,1,0,4,1,1,0,0,0
90.51334702,1,0,22,1,0,0,1,1,2,0,0,1,1,1
123.6960986,0,0,32,1,0,1,0,0,4,1,0,0,0,1
23.95071869,1,0,32,1,0,0,1,0,4,1,0,0,0,0
66.69404517,0,0,32,1,0,1,1,0,1,0,0,1,1,1
37.15811088,1,1,38,1,0,0,1,1,2,0,0,1,0,0
11.07186858,1,0,43,1,0,0,1,0,4,0,0,1,1,0
103.3921971,1,0,27,1,0,0,1,0,4,0,1,1,0,1
39.22792608,1,0,37,1,0,0,1,0,2,1,0,1,1,0
26.4476386,1,0,27,0,1,1,1,1,3,1,0,0,1,0
8.180698152,1,0,24,1,0,0,1,1,2,0,1,0,0,0
3.975359343,1,0,29,0,0,1,1,1,2,1,0,1,0,0
23.19507187,1,0,30,1,0,0,1,0,3,1,0,0,0,0
142.4558522,1,0,18,1,0,0,1,1,2,0,1,0,0,1
81.24845996,0,0,27,1,0,1,1,1,4,0,1,0,1,1
103.5893224,0,0,21,1,0,0,0,1,4,0,1,1,0,1
16.59137577,1,0,22,0,1,0,1,1,1,1,0,0,1,0
14.22587269,1,0,28,0,0,0,1,1,2,1,1,0,0,0
73.29774127,1,0,24,1,0,0,1,1,3,1,0,0,0,1
112.788501,0,1,23,1,0,0,1,0,4,0,1,0,1,1
86.04517454,0,0,35,1,0,0,1,0,4,1,1,0,0,1
13.5687885,1,0,33,1,0,1,1,0,2,0,0,0,1,0
113.8398357,0,0,21,1,0,0,1,1,4,0,1,1,0,1
44.02464066,1,1,26,0,0,1,1,1,4,0,1,1,0,0
70.93223819,1,0,26,1,0,1,1,1,4,0,1,0,0,1
22.24229979,1,0,34,1,0,1,1,0,1,0,0,0,0,0
27.36755647,1,1,30,0,0,1,1,0,2,0,0,1,1,0
3.252566735,1,0,35,1,0,0,1,1,4,1,1,0,1,0
15.40862423,1,0,44,1,0,0,0,0,4,1,0,0,1,0
20.59958932,1,0,26,1,0,1,1,0,4,0,1,1,0,0
81.18275154,1,0,31,1,0,0,1,1,2,0,1,1,0,1
13.14168378,1,1,42,0,0,0,0,1,4,1,0,1,0,0
12.8788501,1,0,23,1,0,0,0,1,3,1,0,0,0,0
63.11293634,1,1,32,0,0,0,1,1,4,0,0,1,1,1
13.10882957,1,0,26,1,0,0,1,0,4,0,1,1,0,0
70.17659138,0,0,31,1,0,0,1,1,4,0,1,0,0,1
16.22997947,1,1,35,1,0,1,1,0,2,0,0,0,0,0
29.24024641,1,0,42,1,0,1,0,1,4,0,0,0,0,0
42.57905544,1,0,30,1,0,0,1,1,2,1,0,0,1,0
50.72689938,1,1,38,1,0,1,1,0,2,0,0,1,0,0
0.919917864,1,1,26,1,1,0,1,1,2,0,1,0,0,0
41.69199179,1,0,21,1,1,0,1,1,1,0,0,1,1,0
80.16427105,1,0,26,0,0,0,1,1,4,0,1,0,0,1
20.56673511,1,1,33,0,0,1,1,0,2,0,0,1,1,0
9.199178645,1,1,44,0,0,1,1,1,2,1,1,1,0,0
8.936344969,1,0,24,0,1,0,1,1,2,1,0,1,1,0
10.7761807,1,0,31,1,0,1,1,1,1,0,0,1,1,0
79.86858316,1,0,25,1,0,1,1,1,1,1,0,0,0,1
26.15195072,1,1,31,0,0,1,1,1,3,0,1,1,0,0
22.07802875,1,1,52,0,0,1,1,1,4,1,0,1,1,0
105.1663244,0,0,34,0,0,0,1,0,4,0,1,0,0,1
11.69609856,1,0,25,1,0,0,0,0,4,0,1,1,0,0
163.7782341,0,1,23,1,0,0,1,0,4,1,1,1,0,1
10.94045175,1,1,33,0,1,1,1,0,4,1,0,1,1,0
3.975359343,1,0,29,1,1,1,1,1,1,0,0,0,0,0
23.95071869,1,1,34,0,0,1,1,1,1,0,0,1,0,0
96.72279261,1,1,30,0,0,1,1,0,2,1,0,0,1,1
42.94045175,1,1,23,1,0,0,1,1,4,1,0,0,0,0
129.8069815,1,0,22,0,0,0,0,1,4,0,0,0,0,1
23.9835729,1,0,23,0,0,1,1,1,4,1,1,0,0,0
52.73100616,1,0,45,1,0,1,0,1,3,0,1,0,0,0
132.4024641,0,1,25,0,0,1,1,1,4,1,0,0,0,1
73.82340862,0,0,26,0,0,1,1,0,1,0,0,1,1,1
86.53798768,1,0,23,0,1,0,1,1,4,1,1,0,0,1
110.4887064,0,0,25,1,0,0,1,1,1,0,0,1,1,1
133.4209446,1,0,29,0,0,1,1,0,3,1,0,1,1,1
74.05338809,1,0,21,0,0,0,1,0,3,0,1,1,1,1
28.35318275,1,0,31,1,0,0,0,1,2,1,0,1,1,0
20.59958932,1,0,26,1,0,1,1,0,4,0,0,1,0,0
100.238193,0,0,23,1,0,1,1,0,3,0,0,0,1,1
70.30800821,1,1,22,0,0,1,1,1,3,0,1,0,0,1
35.74537988,1,0,35,1,0,1,1,1,3,1,0,0,0,0
131.613963,0,0,26,0,0,1,1,0,4,1,0,1,0,1
79.80287474,0,1,34,0,0,1,0,1,4,0,1,0,0,1
3.121149897,1,0,41,1,0,0,1,1,4,1,1,0,0,0
18.1026694,1,0,44,1,0,1,0,1,4,1,0,1,0,0
99.77823409,0,0,42,1,0,0,1,1,3,0,1,1,0,1
17.60985626,1,0,41,1,0,1,1,1,2,1,0,0,1,0
52.66529774,1,0,42,1,0,1,1,1,1,0,1,0,0,0
4.369609856,1,0,30,1,0,1,1,1,2,0,1,0,0,0
1.117043121,1,0,54,1,0,1,1,0,4,1,0,0,0,0
36.96098563,1,0,48,0,0,0,1,1,4,1,0,0,1,0
101.5195072,0,0,32,1,0,0,1,1,4,1,0,0,0,1
85.09240246,0,0,26,1,1,0,1,1,1,0,1,0,0,1
45.30595483,1,0,34,1,0,0,1,1,2,0,1,1,0,0
92.64887064,0,0,25,1,0,0,1,1,4,1,1,0,0,1
45.96303901,1,0,36,0,0,1,1,1,3,0,1,0,0,0
144.5913758,1,1,30,0,0,0,1,1,1,0,0,1,1,1
8.082135524,1,0,33,1,0,1,0,0,1,1,0,0,1,0
28.58316222,1,0,21,1,1,0,1,1,2,1,0,0,0,0
64.52566735,0,0,25,1,0,1,1,1,1,0,1,0,0,1
14.58726899,1,0,34,1,0,1,1,0,4,0,1,1,1,0
166.0780287,1,1,30,0,0,1,1,0,4,0,1,0,0,1
51.08829569,1,0,28,1,0,0,1,0,4,1,0,0,0,0
79.11293634,0,1,28,1,0,1,1,1,4,0,1,0,0,1
7.030800821,1,0,39,1,0,0,1,0,2,0,0,1,1,0
2.98973306,1,1,45,0,0,1,1,1,4,1,1,1,0,0
39.06365503,1,0,31,1,0,0,1,1,2,0,0,0,0,0
1.741273101,1,0,24,0,0,0,0,1,2,0,1,0,0,0
61.99589322,0,1,31,1,0,0,1,0,3,0,1,0,0,1
49.3798768,1,0,22,0,0,0,0,0,3,1,1,0,0,0
34.56262834,1,1,31,0,0,1,1,0,1,0,0,1,0,0
22.73511294,1,0,34,1,0,1,1,0,2,1,0,0,0,0
32.49281314,1,0,40,1,0,1,1,0,2,1,0,0,1,0
140.9445585,0,0,26,1,0,1,1,1,3,0,1,1,0,1
22.66940452,1,1,32,0,0,1,1,0,4,1,1,1,0,0
73.49486653,1,1,33,0,0,0,1,1,4,0,1,1,0,1
108.8788501,1,0,32,1,0,1,1,1,1,1,0,0,0,1
20.92813142,1,0,23,0,1,1,1,1,4,1,1,0,0,0
53.48665298,1,1,41,0,0,1,1,1,4,0,1,1,0,0
10.7761807,1,0,35,0,0,0,1,0,1,0,0,0,1,0
45.37166324,1,0,29,1,0,1,1,1,4,0,0,1,1,0
153.100616,0,1,43,0,0,1,1,0,2,0,0,1,0,1
2.792607803,1,0,23,1,0,0,1,1,2,0,0,0,1,0
16.91991786,1,1,35,0,0,1,1,0,4,0,0,1,0,0
94.78439425,0,0,31,1,1,1,1,1,2,1,0,0,1,1
26.67761807,1,0,32,1,1,0,1,1,4,1,1,1,1,0
50.72689938,1,0,28,0,0,1,1,0,1,0,1,0,0,0
35.38398357,1,0,31,1,0,1,1,1,4,1,0,0,1,0
123.3347023,1,0,22,0,0,1,1,1,4,0,1,1,0,1
11.99178645,1,0,27,1,1,0,1,1,2,1,0,0,1,0
26.21765914,1,0,36,1,0,1,1,1,4,1,1,0,0,0
23.88501027,1,0,26,1,0,0,1,1,2,0,0,0,1,0
42.48049281,1,0,42,1,0,1,1,1,2,1,0,0,0,0
3.58110883,1,0,40,1,0,0,1,1,2,1,0,0,1,0
17.93839836,1,0,40,1,1,1,1,1,4,1,1,0,1,0
11.03901437,1,0,37,1,0,1,1,1,4,0,1,0,1,0
23.81930185,1,1,22,0,1,1,1,1,2,0,0,1,1,0
96,1,1,31,0,0,1,1,1,4,0,1,1,0,1
3.416837782,1,0,39,1,0,1,0,1,1,0,0,0,1,0
59.89322382,1,0,27,1,0,1,1,0,2,1,0,0,0,0
128.0657084,0,0,43,1,0,1,1,1,4,1,0,0,0,1
38.76796715,1,1,21,1,1,0,1,1,1,1,0,0,1,0
2.036960986,1,0,48,1,0,0,1,1,2,0,0,1,1,0
22.73511294,1,0,34,1,0,1,1,0,3,0,0,0,0,0
179.449692,0,0,24,1,0,0,1,1,2,0,0,0,1,1
89.19917864,1,1,18,0,0,1,1,1,1,0,0,1,1,1
17.3798768,1,0,24,1,0,0,1,1,3,1,0,0,1,0
42.94045175,1,0,25,0,0,1,1,1,4,1,1,0,0,0
50.98973306,1,0,24,1,0,0,1,1,1,0,0,1,1,0
46.78439425,1,0,23,0,0,0,1,0,4,1,1,0,0,0
50.89117043,1,1,34,0,0,0,1,0,4,0,0,1,1,0
7.030800821,1,1,35,1,0,0,1,1,2,0,0,1,1,0
81.64271047,0,0,31,1,1,0,1,1,4,0,1,0,0,1
51.94250513,1,0,49,1,0,1,1,1,2,1,0,0,0,0
166.275154,1,1,26,0,0,1,1,0,4,0,0,1,1,1
45.79876797,1,0,27,1,0,0,1,1,4,1,0,0,0,0
22.57084189,1,0,30,1,0,1,0,1,1,0,0,0,0,0
1.708418891,1,0,37,0,0,0,1,1,4,0,1,0,0,0
47.96714579,1,0,33,1,0,0,1,1,2,1,0,1,1,0
11.99178645,1,1,24,0,0,0,1,1,2,0,0,0,0,0
23.9835729,1,0,23,0,1,1,1,1,4,1,1,0,0,0
86.66940452,0,0,25,1,0,0,1,1,3,0,1,0,0,1
72.57494867,0,1,26,0,0,0,1,1,4,0,1,0,0,1
23.52361396,1,0,36,0,0,0,1,1,2,0,0,0,0,0
45.37166324,1,0,29,1,0,1,1,1,1,1,1,1,0,0
7.326488706,1,0,23,0,1,0,1,1,2,0,0,0,0,0
8.180698152,1,0,24,1,0,0,1,1,2,0,1,1,0,0
82.82546201,1,0,23,1,1,0,1,0,2,1,0,0,1,1
130.9897331,1,0,31,1,0,1,1,1,3,1,0,0,1,1
33.93839836,1,0,27,1,0,0,1,1,3,0,0,1,1,0
10.48049281,1,0,28,1,0,1,1,1,2,0,0,0,1,0
48.45995893,1,0,34,0,0,0,1,0,2,0,1,0,0,0
20.04106776,1,0,22,1,0,0,1,1,3,0,0,1,1,0
61.73305955,1,1,23,0,0,1,1,0,4,1,1,0,0,1
21.15811088,1,0,24,0,0,0,1,1,2,0,1,0,0,0
23.9835729,1,0,23,0,1,1,1,1,4,1,1,0,0,0
33.3798768,1,0,38,1,0,1,1,1,1,0,0,1,0,0
19.71252567,1,0,23,0,0,0,1,1,2,0,0,0,1,0
109.1088296,0,0,29,1,0,1,1,0,4,0,1,0,0,1
45.53593429,1,1,39,0,0,1,1,1,4,1,0,1,1,0
10.90759754,1,0,32,1,0,1,1,0,1,0,0,1,1,0
26.94045175,1,0,44,1,0,1,1,0,4,1,0,1,1,0
73.49486653,1,1,33,0,0,0,1,1,4,1,1,1,0,1
60.94455852,1,0,30.40033257,1,0,1,1,1,2,1,0,0,1,1
8.969199179,1,0,26,1,1,1,1,0,3,1,1,0,1,0
70.17659138,0,0,31,1,0,0,1,1,4,0,1,0,0,1
23.55646817,1,0,32,1,0,0,1,1,3,1,1,1,1,0
160.0657084,1,0,24,1,0,1,1,1,4,1,1,0,1,1
73.42915811,0,0,29,0,0,1,1,1,4,0,1,1,0,1
23.68788501,1,0,24,1,0,0,0,1,4,0,0,1,0,0
82.82546201,1,0,23,1,1,0,1,0,2,1,0,0,1,1
93.8973306,0,1,23,0,0,1,1,1,3,0,0,1,0,1
7.950718686,1,0,34,0,0,1,1,0,2,1,1,0,0,0
17.01848049,1,0,40,0,0,0,1,0,3,0,0,1,1,0
33.57700205,1,0,25,1,0,0,1,1,1,0,0,0,1,0
15.14579055,1,1,22,0,0,1,1,1,2,0,1,0,1,0
18.95687885,1,1,36,0,0,1,1,0,2,0,1,1,0,0
20.92813142,1,0,22,1,0,0,1,1,3,1,0,0,0,0
96.65708419,0,0,36,1,0,1,1,0,2,1,0,0,0,1
67.35112936,1,0,40,1,0,1,1,0,1,0,0,1,1,1
52.73100616,1,0,45,1,0,1,0,1,4,1,0,0,1,0
45.30595483,1,0,34,1,0,0,1,1,2,0,1,0,0,0
11.95893224,1,1,29,1,0,0,1,0,4,0,1,1,0,0
5.32238193,1,0,25,1,0,0,0,1,3,0,1,1,0,0
114.1355236,1,0,38,0,0,1,1,1,4,0,1,1,0,1
24.08213552,1,0,42,1,0,1,1,1,3,0,0,0,0,0
73.3963039,0,0,43,1,0,1,1,1,1,1,0,0,1,1
12.35318275,1,1,39,0,0,1,1,0,2,0,1,1,1,0
38.86652977,1,0,32,1,0,1,1,0,3,0,1,0,1,0
95.96714579,0,0,33,0,0,1,1,1,4,0,1,1,1,1
99.77823409,0,0,26,1,1,0,1,1,3,0,1,0,0,1
17.18275154,1,0,24,1,0,0,1,1,2,0,1,0,1,0
132.8952772,0,0,32,1,0,1,1,1,4,1,1,0,0,1
43.4661191,1,0,22,1,0,1,1,1,4,0,1,1,0,0
41.29774127,1,0,22,1,0,1,1,1,4,0,1,1,0,0
54.01232033,1,1,37,0,0,1,1,1,1,0,0,1,1,0
70.93223819,1,0,26,1,0,1,1,1,4,1,1,0,0,1
5.782340862,1,0,32,1,0,0,0,0,2,1,0,0,1,0
17.57700205,1,0,25,1,0,1,1,1,2,1,0,0,1,0
13.01026694,1,0,25,1,0,1,1,1,1,1,0,0,1,0
5.388090349,1,0,38,1,0,1,1,0,4,0,1,1,1,0
163.8110883,1,1,19,1,0,1,1,0,4,0,1,1,0,1
11.69609856,1,0,36,1,0,0,1,0,2,0,1,0,1,0
39.22792608,1,0,37,1,0,0,1,0,4,1,0,0,1,0
39.26078029,1,0,37,1,0,0,1,0,4,1,0,0,1,0
6.275154004,1,0,30.40033257,0,1,0,1,1,1,1,0,0,1,0
7.589322382,1,0,22,1,1,0,0,0,2,0,1,0,0,0
57.82340862,1,1,25,0,0,1,1,0,2,0,0,1,1,0
3.811088296,1,0,32,0,0,1,1,1,4,1,1,0,0,0
3.252566735,1,0,35,1,0,0,1,1,4,1,1,0,0,0
9.790554415,1,0,41,1,0,0,1,1,4,1,1,0,0,0
5.026694045,1,0,26,1,0,0,0,1,4,0,1,0,0,0
85.48665298,0,0,22,0,0,0,1,1,2,0,1,0,0,1
14.6201232,1,1,39,0,0,1,1,0,4,0,0,1,0,0
4.960985626,1,0,37,0,0,0,1,1,1,0,0,0,1,0
17.83983573,1,0,39,1,1,1,1,0,2,1,0,0,0,0
19.84394251,1,0,29,1,0,0,1,0,1,1,0,0,0,0
11.69609856,1,0,25,1,0,0,0,0,4,0,0,1,0,0
71.2936345,1,0,31,1,0,0,1,0,3,0,1,0,0,1
14.9486653,1,0,25,1,0,0,1,1,1,1,0,1,0,0
26.02053388,1,1,25,0,0,1,1,0,4,1,0,1,0,0
6.53798768,1,0,26,1,0,0,0,1,2,1,0,0,1,0
12.97741273,1,0,29,1,0,0,1,1,4,0,1,1,1,0
41.69199179,1,0,36,0,0,1,0,0,1,0,0,1,1,0
13.27310062,1,0,34,1,0,1,1,0,2,0,0,0,1,0
78.32443532,0,0,27,0,0,1,1,1,2,0,0,0,1,1
4.435318275,1,0,30,0,1,1,1,1,3,0,0,1,1,0
24.41067762,1,0,27,1,0,0,1,1,4,1,0,0,1,0
5.256673511,1,1,34,0,0,1,1,0,4,1,1,0,0,0
132.8952772,0,0,32,1,0,1,1,1,4,0,1,0,0,1
3.975359343,1,0,29,1,1,1,1,1,2,1,0,1,0,0
13.10882957,1,1,26,0,0,1,1,0,2,0,0,1,0,0
6.176591376,1,0,34,1,0,0,1,1,4,1,1,0,0,0
0.394250513,1,1,36,0,0,1,1,1,4,1,0,1,0,0
9.790554415,1,0,41,1,0,1,1,1,4,1,1,1,0,0
118.899384,1,0,31,1,0,1,1,1,1,1,0,0,1,1
4.533880903,1,0,31,0,0,0,0,1,3,0,1,0,0,0
15.57289528,1,0,24,1,0,0,1,1,2,1,0,0,1,0
5.026694045,1,0,26,1,0,0,0,1,4,1,0,0,0,0
68.27104723,1,0,24,0,0,0,1,1,1,1,0,0,1,1
67.4825462,0,0,36,1,0,0,1,1,4,1,0,1,1,1
8.640657084,1,0,23,0,0,0,1,0,4,0,1,0,0,0
12.68172485,1,0,36,1,0,1,1,1,2,0,0,0,1,0
25.06776181,1,0,28,1,0,1,1,1,2,0,0,0,1,0
64.19712526,0,1,19,0,0,1,1,1,4,1,1,0,0,1
93.9301848,0,0,29,1,0,0,1,1,4,1,1,0,0,1
2.201232033,1,1,23,0,0,1,1,1,2,0,1,1,1,0
34.0698152,1,0,34,0,0,1,0,0,1,0,0,0,0,0
6.176591376,1,0,38,1,0,1,0,1,2,1,1,0,0,0
32.45995893,1,0,32,1,0,1,1,1,4,0,1,1,1,0
25.23203285,1,0,30,0,0,0,1,1,4,0,1,1,0,0
52.862423,1,0,38,1,0,1,1,0,4,0,1,1,1,0
59.20328542,1,0,25,1,1,0,1,1,3,0,1,0,0,0
44.97741273,1,1,29,1,0,1,1,0,4,0,0,1,1,0
65.3798768,0,1,32,1,0,0,1,0,3,0,0,1,1,1
14.85010267,1,1,29,1,0,0,1,1,4,0,1,1,0,0
2.792607803,1,1,39,0,0,0,1,1,1,0,0,1,1,0
