"satisfaction_level","last_evaluation","average_montly_hours","time_spend_company","Work_accident","left","salary","satisfaction_level_vv_2","satisfaction_level_vv_3","LIFT_SCORE","TREATMENT_NAME","UPLIFT","Y_TREATED","N_TREATED","Y_UNTREATED","N_UNTREATED","FOLLOW_REC"
1,0.46,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,132,45,0
1,0.57,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,135,46,0
1,0.57,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,138,47,0
1,0.55,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,141,48,0
1,0.54,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,144,49,0
1,0.45,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,147,50,0
2,0.55,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,150,51,0
2,0.57,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,153,52,0
2,0.46,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,156,53,0
1,0.52,1,3,1,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,159,54,0
2,0.51,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,162,55,0
1,0.47,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,165,56,0
1,0.52,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,168,57,0
1,0.48,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,171,58,0
1,0.48,3,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,174,59,0
1,0.56,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,177,60,0
1,0.49,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,180,61,0
1,0.52,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,183,62,0
1,0.57,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,186,63,0
1,0.56,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,189,64,0
1,0.45,2,3,1,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,192,65,0
1,0.47,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,195,66,0
1,0.47,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,198,67,0
1,0.53,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,201,68,0
2,0.57,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,204,69,0
2,0.83,3,3,0,1,0,0.923510705411286,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,207,70,0
1,0.55,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,210,71,0
2,0.67,4,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,213,72,0
2,0.49,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,216,73,0
1,0.56,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,219,74,0
1,0.57,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,222,75,0
1,0.48,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,225,76,0
2,0.57,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,228,77,0
1,0.49,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,231,78,0
1,0.48,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,234,79,0
1,0.47,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,237,80,0
1,0.87,3,3,0,1,0,0.923510705411286,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,240,81,0
2,0.49,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,243,82,0
1,0.52,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,246,83,0
1,0.49,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,249,84,0
1,0.57,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,252,85,0
1,0.48,3,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,255,86,0
1,0.46,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,258,87,0
1,0.5,3,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,261,88,0
1,0.5,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,264,89,0
1,0.56,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,267,90,0
1,0.55,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,270,91,0
1,0.56,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,273,92,0
2,0.49,1,3,1,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,276,93,0
1,0.55,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,279,94,0
1,0.56,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,282,95,0
1,0.52,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,285,96,0
2,0.53,2,3,1,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,288,97,0
1,0.46,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,291,98,0
2,0.45,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,294,99,0
2,0.57,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,297,100,0
1,0.45,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,300,101,0
1,0.46,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,303,102,0
2,0.53,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,306,103,0
1,0.57,3,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,309,104,0
1,0.47,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,312,105,0
2,0.53,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,315,106,0
2,0.5,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,318,107,0
1,0.52,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,321,108,0
2,0.54,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,324,109,0
2,0.51,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,327,110,0
1,0.46,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,330,111,0
1,0.49,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,333,112,0
1,0.5,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,336,113,0
1,0.55,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,339,114,0
1,0.57,2,3,1,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,342,115,0
1,0.5,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,345,116,0
2,0.53,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,348,117,0
2,0.52,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,351,118,0
2,0.57,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,354,119,0
1,0.47,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,357,120,0
2,0.46,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,360,121,0
2,0.54,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,363,122,0
1,0.52,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,366,123,0
2,0.5,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,369,124,0
1,0.48,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,372,125,0
2,0.57,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,375,126,0
2,1,1,3,0,1,0,0.923510705411286,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,378,127,0
2,0.55,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,381,128,0
1,0.51,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,384,129,0
1,0.53,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,387,130,0
1,0.46,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,390,131,0
2,0.52,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,393,132,0
1,0.46,3,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,396,133,0
1,0.55,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,399,134,0
1,0.56,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,402,135,0
1,0.48,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,405,136,0
1,0.47,1,3,1,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,408,137,0
1,0.48,2,3,1,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,411,138,0
1,0.56,3,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,414,139,0
1,0.47,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,417,140,0
1,0.57,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,420,141,0
1,0.54,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,423,142,0
1,0.51,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,426,143,0
1,0.54,3,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,429,144,0
1,0.46,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,432,145,0
2,0.51,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,435,146,0
1,0.48,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,438,147,0
1,0.55,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,441,148,0
1,0.56,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,444,149,0
1,0.51,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,447,150,0
1,0.49,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,450,151,0
1,0.46,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,453,152,0
1,0.56,3,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,456,153,0
1,0.5,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,459,154,0
2,0.54,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,462,155,0
2,0.51,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,465,156,0
1,0.51,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,468,157,0
2,0.56,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,471,158,0
1,0.46,2,3,1,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,474,159,0
1,0.48,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,477,160,0
1,0.49,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,480,161,0
1,0.51,3,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,483,162,0
2,0.53,3,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,486,163,0
1,0.51,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,489,164,0
1,0.49,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,492,165,0
1,0.54,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,495,166,0
1,0.5,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,498,167,0
1,0.49,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,501,168,0
2,0.52,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,504,169,0
1,0.52,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,507,170,0
1,0.57,3,3,1,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,510,171,0
1,0.53,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,513,172,0
1,0.51,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,516,173,0
1,0.53,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,519,174,0
1,0.55,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,522,175,0
1,0.54,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,525,176,0
2,0.57,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,528,177,0
2,0.57,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,531,178,0
1,0.51,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,534,179,0
2,0.55,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,537,180,0
1,0.46,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,540,181,0
1,0.54,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,543,182,0
2,0.48,3,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,546,183,0
1,0.54,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,549,184,0
1,0.47,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,552,185,0
1,0.54,1,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,555,186,0
1,0.49,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,558,187,0
1,0.48,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,561,188,0
1,0.46,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,564,189,0
1,0.49,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,567,190,0
1,0.48,1,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,570,191,0
1,0.47,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,573,192,0
1,0.5,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,576,193,0
2,0.51,2,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,579,194,0
1,0.48,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,582,195,0
2,0.5,1,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,585,196,0
1,0.46,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,588,197,0
1,0.5,5,3,0,1,0,0.0603901309343549,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,591,198,0
2,0.46,2,3,0,1,0,-0.0396072478891947,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,594,199,0
1,0.56,2,3,0,1,0,-0.13774647887324,1.68985598729389,1.68985598729389,"satisfaction_level_vv_3",NA,0,0,597,200,0
